voltage,internal_temp,usage_hours,external_temp,humidity,load_percentage,temp_diff,voltage_deviation,heat_load_index,failure
227.4507122951685,38.24821725025618,11.64043170057699,24.654855613377865,54.842959452482745,56.348182958351025,13.593361636878317,7.4507122951685005,21.55217543448193,0
217.92603548243224,43.55481329284482,2.04967272390532,31.547035615393273,44.018086149190665,21.766126551206497,12.007777677451546,2.0739645175677595,9.480195780462314,0
229.71532807151038,37.075800790000386,23.33907336066965,19.21458363658008,36.93340408142305,29.35643243185472,17.861217153420306,9.715328071510385,10.884132407485522,0
242.84544784612038,41.9203847036096,12.432250353026351,30.125457891772996,47.895142016278626,69.0605191367926,11.794926811836604,22.84544784612038,28.950435300453385,0
216.48769937914997,26.063853330462145,14.740469863656273,45.20214739448772,21.34210375249288,44.65371140563705,-19.138294064025573,3.512300620850027,11.638477847373085,0
216.4879456457623,47.13293707372939,5.678634784980176,38.184452442017914,74.07484922674197,85.28258724993741,8.948484631711473,3.512054354237705,40.19618818336136,0
243.68819223261087,45.012054753622245,11.603954042563291,43.14833207296424,31.966142549731003,95.49595083989837,1.8637226806580074,23.688192232610874,42.98468967954724,0
231.51152093729362,36.82911368931809,10.299587806999725,33.12902301546181,23.073322954144608,82.50732327474265,3.7000906738562804,11.511520937293625,30.386715890868178,0
212.95788421097572,51.59245668432405,1.7975002080476097,39.34007858389157,65.75890850335554,43.979088069600145,12.25237810043248,7.04211578902428,22.68989196246918,0
228.13840065378946,54.37570137626558,2.5478484851392134,24.208282156257702,74.17552901765706,80.98177863082816,30.16741922000788,8.13840065378946,44.034410117487575,0
213.04873460781306,28.92440135631026,20.09934047085059,24.845277863824126,76.96803921149902,41.629750612361505,4.079123492486133,6.95126539218694,12.041156150750469,0
213.01405369644615,37.37275221433786,5.755678852958166,8.086878350900218,54.545642786242,25.03900789890705,29.28587386343764,6.985946303553845,9.357766378987016,0
223.6294340734905,37.30857650212702,4.678998515967133,39.48916379233839,34.37577292829897,13.005388437927166,-2.1805872902113705,3.6294340734905006,4.852125294762839,0
191.30079633013304,35.600968988911355,12.117874830003341,42.32259183855909,71.60593740748787,44.714504148491805,-6.721622849647737,28.69920366986696,15.918796755450048,0
194.1262325123045,53.294748419317486,18.44993115270031,25.57458203722184,68.9799154008036,91.32033733275537,27.720166382095645,25.87376748769549,48.66894403716404,0
211.5656870613854,43.06173861227197,1.48671644589571,27.96838634882212,37.23895138722213,31.508792898010885,15.093352263449848,8.434312938614596,13.568234037623562,0
204.80753319498365,42.35485158689389,13.84339007131814,23.96910309047231,83.23854291039551,28.58618484368056,18.385748496421584,15.192466805016352,12.107636164896057,0
224.7137099889291,24.961376355932465,2.8610506281737607,33.06122841181993,27.30600206579803,97.28387067169363,-8.099852055887467,4.713709988929111,24.283393091980052,0
206.37963886718182,51.35418030209226,0.875065219814843,38.99946036242593,88.7881767713928,12.250370156553291,12.354719939666332,13.620361132818175,6.291077177870079,0
198.81544447997064,32.60741605146528,1.2658548518932173,16.057824208951672,80.21734676842252,80.72039353543789,16.549591842513607,21.184555520029363,26.320834558480314,0
241.98473153382332,45.599326302663286,20.019938597002593,33.27550824513802,68.15290518353527,38.923296016678336,12.323818057525266,21.98473153382332,17.748760758396696,0
216.61335549270197,47.773769379581914,2.8313396070734775,27.786625826246837,85.7124921795883,13.37391611826934,19.987143553335077,3.38664450729803,6.389223843360728,0
221.01292307031886,58.60658595838651,1.0836327458950068,30.907155135733515,70.56178178265955,92.60222861886253,27.699430822652996,1.0129230703188625,54.27100471489526,0
198.62877720679813,31.911796008808878,10.509597291429895,33.671952013394325,33.331989792103215,22.567809718862527,-1.760156004585447,21.371222793201866,7.201793401139554,0
211.83425913212227,14.804878441791747,20.255843326608595,28.49438048981743,50.95092966789682,59.660135535312584,-13.689502048025684,8.16574086787773,8.83261054421123,0
221.663838845648,46.83849544753695,6.297801035743246,29.171305172753755,25.005211703214474,34.6648786686593,17.667190274783195,1.6638388456480016,16.236507617114192,0
202.73509633866547,63.005111815108535,10.121102820621992,28.28899865956289,47.27601956016808,15.867352196622193,34.71611315554564,17.26490366133453,9.997242993578894,0
225.63547027518507,57.38946352939438,0.9581407815300294,37.76252961430625,71.9122113816046,14.493023709704119,19.626933915088124,5.635470275185071,8.317468556187125,0
210.99041965121793,47.096594152746256,10.777884339237021,33.35007968101997,47.05103456515722,20.400102895270493,13.746514471726286,9.009580348782066,9.607753667328183,0
215.62459375310084,40.08363814367953,13.862713935291207,31.764668301898887,43.12059228276939,16.423031250044204,8.318969841780643,4.375406246899161,6.582948418491128,0
210.97440081655904,53.071225966373106,13.701769290051475,19.832386231261736,61.67490057572183,78.45023039679306,33.23883973511137,9.02559918344096,41.634499045022366,0
